"buy_drug_list_id","drug_id","num","drug_buy_order_id"
100162,1025171,293,90022
100163,1153562,261,90022
100164,1017791,401,90022
100165,1148792,241,90022
100166,1018278,227,90022
100167,1018315,353,90022
100168,1015633,359,90022
100169,1151907,107,90022
100170,1148079,435,90022
100171,1025221,268,90022
100172,1155170,137,90022
100173,1146498,218,90022
100174,1026126,166,90022
100175,1024902,414,90022
100176,1145645,172,90022
100177,1025344,167,90022
100178,1146687,425,90022
100179,1023726,194,90022
100180,1021880,299,90022
100181,1143845,422,90022
100182,1024718,492,90022
100183,1152291,367,90022
100184,1025920,465,90022
100185,1024143,214,90022
100186,1019282,134,90022
100187,1025839,89,90022
100188,1146387,218,90022
100189,1150642,464,90022
100190,1015669,60,90022
100191,1024908,77,90022
100192,1152259,254,90022
100193,1018255,357,90022
100194,1026517,92,90022
100195,1152319,441,90022
100196,1026335,99,90022
100197,1025441,159,90022
100198,1148835,275,90022
100199,1025211,142,90022
100200,1145442,126,90022
100201,1024795,70,90022
100202,1146175,441,90022
100203,1025045,123,90022
100204,1144188,500,90022
100205,1146551,79,90022
100206,1016121,387,90022
100207,1148204,266,90022
100208,1146604,308,90022
100209,1145451,212,90022
100210,1020507,402,90022
100211,1145959,69,90022
100212,1154716,465,90022
100213,1152732,66,90022
100214,1025471,87,90022
100215,1025584,80,90022
100216,1146392,400,90022
100217,1143664,160,90022
100218,1025332,76,90022
100219,1016101,484,90022
100220,1152153,308,90022
100221,1144186,157,90022
100222,1024703,220,90022
100223,1151989,159,90022
100224,1026134,452,90022
100225,1017998,455,90022
100226,1019271,401,90022
100227,1146110,497,90022
100228,1022341,498,90022
100229,1018075,407,90022
100230,1016095,220,90022
100231,1145406,153,90022
100232,1017442,199,90022
100233,1026806,275,90022
100234,1145336,450,90022
100235,1026350,233,90022
100236,1155543,483,90022
100237,1147938,352,90022
100238,1020637,370,90022
100239,1146267,139,90022
100240,1018598,68,90022
100241,1146148,352,90022
100242,1149888,83,90022
100243,1025628,244,90022
100244,1026051,283,90022
100245,1017843,490,90022
100246,1146536,274,90022
100247,1146802,494,90022
100248,1025442,245,90022
100249,1026222,487,90022
100250,1026152,403,90022
100251,1145735,298,90022
100252,1026086,63,90022
100253,1025096,316,90022
100254,1152589,398,90022
100255,1015915,493,90022
100256,1145421,456,90022
100257,1022452,260,90022
100258,1152156,489,90022
100259,1020627,332,90022
100260,1020685,443,90005
100261,1020528,395,90005
100262,1020630,177,90005
100263,1016181,156,90005
100264,1149888,426,90005
100265,1145399,283,90005
100266,1013674,392,90005
100267,1152596,158,90005
100268,1015533,318,90005
100269,1025997,482,90005
100270,1153482,297,90005
100271,1152077,373,90005
100272,1151977,88,90005
100273,1024460,451,90005
100274,1015937,185,90005
100275,1021381,364,90005
100276,1145919,362,90005
100277,1020637,286,90005
100278,1017875,337,90005
100279,1146308,283,90005
100280,1015825,491,90005
100281,1024975,130,90005
100282,1154691,283,90005
100283,1145914,484,90005
100284,1015492,322,90005
100285,1146732,325,90005
100286,1147539,269,90005
100287,1025094,188,90005
100288,1150434,231,90005
100289,1022399,259,90005
100290,1147063,156,90005
100291,1147476,457,90005
100292,1152683,334,90005
100293,1148149,477,90005
100294,1022058,463,90005
100295,1154858,137,90005
100296,1144514,153,90005
100297,1145198,92,90005
100298,1149846,365,90005
100299,1023403,257,90005
100300,1152055,132,90017
100301,1021912,347,90017
100302,1151903,241,90017
100303,1018257,378,90017
100304,1152225,218,90017
100305,1020590,309,90017
100306,1144942,84,90017
100307,1148968,452,90017
100308,1151967,309,90017
100309,1026048,486,90017
100310,1016184,61,90017
100311,1025825,290,90017
100312,1145625,393,90017
100313,1147430,111,90017
100314,1017786,125,90017
100315,1025090,175,90017
100316,1152039,355,90017
100317,1151941,451,90017
100318,1017084,377,90017
100319,1148856,400,90017
100320,1024808,413,90017
100321,1147283,211,90017
100322,1020546,228,90017
100323,1021756,151,90017
100324,1146605,416,90017
100325,1025674,136,90017
100326,1019177,106,90017
100327,1154313,301,90017
100328,1020507,126,90017
100329,1148791,56,90017
100330,1152100,281,90017
100331,1152385,255,90017
100332,1152474,85,90017
100333,1017823,329,90017
100334,1025680,344,90017
100335,1018384,474,90017
100336,1017987,295,90017
100337,1151610,371,90017
100338,1026089,422,90017
100339,1146436,399,90017
100340,1152050,216,90017
100341,1013182,73,90017
100342,1020702,89,90017
100343,1018298,50,90017
100344,1155355,413,90017
100345,1152068,60,90017
100346,1149261,66,90017
100347,1145624,296,90017
100348,1146092,205,90017
100349,1146277,466,90017
100350,1025616,181,90017
100351,1153224,202,90017
100352,1147046,402,90017
100353,1151705,120,90017
100354,1024980,359,90017
100355,1143661,462,90017
100356,1146351,78,90017
100357,1025020,483,90017
100358,1145923,92,90017
100359,1026191,404,90017
100360,1144174,385,90017
100361,1147559,468,90017
100362,1024791,111,90017
100363,1024831,189,90017
100364,1022384,124,90017
100365,1017703,375,90017
100366,1016003,293,90017
100367,1017871,485,90017
100368,1017697,183,90017
100369,1018166,428,90017
100370,1016306,355,90017
100371,1152153,417,90017
100372,1143666,311,90017
100373,1151947,196,90017
100374,1025025,236,90017
100375,1025943,417,90017
100376,1145509,251,90017
100377,1149826,256,90017
100378,1025760,60,90017
100379,1025428,380,90017
100380,1152011,193,90017
100381,1016986,122,90017
100382,1153821,187,90017
100383,1145541,265,90017
100384,1024956,378,90017
100385,1145582,240,90017
100386,1025607,306,90017
100387,1147849,277,90017
100388,1145348,286,90017
100389,1020702,226,90030
100390,1016309,253,90030
100391,1148180,242,90030
100392,1026085,225,90030
100393,1152050,147,90030
100394,1020590,106,90030
100395,1025545,393,90030
100396,1026332,282,90030
100397,1146563,161,90030
100398,1022384,130,90030
100399,1017703,322,90030
100400,1025818,425,90030
100401,1154716,284,90030
100402,1017871,194,90030
100403,1147295,200,90030
100404,1146277,83,90030
100405,1147179,72,90030
100406,1020674,391,90030
100407,1144942,116,90030
100408,1019177,443,90030
100409,1017792,241,90030
100410,1144280,309,90030
100411,1025310,472,90030
100412,1017536,325,90030
100413,1016003,380,90030
100414,1146383,441,90030
100415,1145624,277,90030
100416,1145634,381,90030
100417,1152039,65,90030
100418,1147449,64,90030
100419,1025586,141,90030
100420,1015903,435,90030
100421,1146092,113,90030
100422,1145582,112,90030
100423,1018298,427,90030
100424,1147046,470,90030
100425,1155242,185,90030
100426,1152474,190,90030
100427,1025025,469,90030
100428,1024769,444,90030
100429,1145475,386,90030
100430,1144785,461,90030
100431,1147438,209,90030
100432,1013182,126,90030
100433,1015663,195,90030
100434,1146144,497,90030
100435,1018015,175,90030
100436,1147032,156,90030
100437,1024875,426,90030
100438,1024026,368,90030
100439,1025680,456,90030
100440,1017786,308,90030
100441,1145348,100,90030
100442,1147559,474,90030
100443,1026303,124,90030
100444,1018648,353,90030
100445,1018384,452,90030
100446,1142592,97,90030
100447,1154313,335,90030
100448,1143572,363,90038
100449,1151967,143,90038
100450,1145647,180,90038
100451,1026191,220,90038
100452,1021987,345,90038
100453,1144188,63,90038
100454,1026048,122,90038
100455,1145327,149,90038
100456,1017141,93,90038
100457,1145475,162,90038
100458,1024026,146,90038
100459,1144942,304,90038
100460,1148968,53,90038
100461,1017084,363,90038
100462,1016306,92,90038
100463,1025020,138,90038
100464,1144280,138,90038
100465,1017536,70,90038
100466,1026260,229,90038
100467,1147430,286,90050
100468,1143666,205,90050
100469,1015663,483,90050
100470,1153404,477,90020
100471,1025594,215,90020
100472,1023403,351,90020
100473,1145329,406,90020
100474,1152150,369,90020
100475,1144798,259,90020
100476,1145469,188,90020
100477,1024724,487,90020
100478,1151970,244,90020
100479,1022325,250,90020
100480,1025568,445,90020
100481,1144810,310,90020
100482,1152003,337,90020
100483,1025113,66,90020
100484,1018487,126,90020
100485,1151955,307,90020
100486,1152038,343,90020
100487,1016402,331,90020
100488,1018422,262,90020
100489,1015679,94,90020
100490,1145348,190,90020
100491,1021877,194,90020
100492,1022381,430,90020
100493,1025400,171,90020
100494,1127973,66,90020
100495,1154721,357,90020
100496,1016459,283,90020
100497,1017693,460,90020
100498,1017678,269,90020
100499,1025116,329,90020
100500,1022350,371,90020
100501,1026255,224,90020
100502,1145775,262,90020
100503,1152033,401,90020
100504,1021711,167,90020
100505,1025944,312,90020
100506,1021766,258,90020
100507,1026193,130,90020
100508,1017930,309,90020
100509,1026122,51,90020
100510,1152252,419,90020
100511,1017889,304,90020
100512,1018154,363,90020
100513,1152030,337,90020
100514,1015460,195,90020
100515,1151904,84,90020
100516,1152534,57,90020
100517,1145366,167,90020
100518,1146849,463,90020
100519,1146015,72,90020
100520,1146501,348,90020
100521,1144785,253,90020
100522,1020513,211,90020
100523,1026212,184,90032
100524,1145041,373,90032
100525,1151987,228,90032
100526,1026208,382,90032
100527,1147430,118,90032
100528,1146579,452,90032
100529,1145469,451,90032
100530,1153367,109,90032
100531,1024988,78,90032
100532,1022283,71,90032
100533,1153928,136,90032
100534,1025428,370,90032
100535,1146438,463,90032
100536,1146112,478,90032
100537,1015880,385,90032
100538,1153404,288,90032
100539,1026398,340,90032
100540,1148716,400,90032
100541,1152319,268,90032
100542,1015945,448,90032
100543,1152150,274,90032
100544,1022474,454,90032
100545,1151904,367,90032
100546,1026213,371,90032
100547,1017689,136,90032
100548,1146189,197,90032
100549,1146501,84,90032
100550,1146030,452,90032
100551,1152318,452,90032
100552,1021711,358,90032
100553,1015632,358,90032
100554,1145881,284,90032
100555,1152003,112,90032
100556,1146732,66,90032
100557,1153763,491,90032
100558,1152038,94,90032
100559,1146492,398,90032
100560,1151973,149,90032
100561,1026193,243,90032
100562,1018278,63,90032
100563,1021658,434,90032
100564,1144810,402,90032
100565,1018916,139,90032
100566,1147029,299,90032
100567,1025868,177,90032
100568,1025099,288,90032
100569,1025568,291,90032
100570,1024724,177,90032
100571,1018487,494,90032
100572,1150643,257,90032
100573,1015679,429,90032
100574,1145366,120,90032
100575,1146133,252,90032
100576,1024795,185,90032
100577,1144130,461,90032
100578,1016402,274,90032
100579,1017209,391,90032
100580,1147598,398,90032
100581,1025116,470,90032
100582,1146756,281,90032
100583,1026017,486,90032
100584,1017889,248,90032
100585,1144448,128,90032
100586,1025035,492,90032
100587,1026122,418,90032
100588,1146093,394,90032
100589,1025944,120,90032
100590,1154721,446,90032
100591,1151945,454,90032
100592,1025113,191,90032
100593,1147346,407,90032
100594,1154691,66,90032
100595,1151970,361,90032
100596,1025074,485,90032
100597,1146089,353,90032
100598,1021766,492,90032
100599,1018195,149,90032
100600,1146436,306,90032
100601,1153996,386,90032
100602,1022384,139,90032
100603,1145879,223,90032
100604,1026295,321,90032
100605,1144785,236,90032
100606,1018154,338,90032
100607,1016459,342,90032
100608,1022350,438,90032
100609,1127973,137,90032
100610,1144774,156,90032
100611,1152183,67,90032
100612,1025785,496,90032
100613,1147309,218,90032
100614,1019178,438,90032
100615,1144847,305,90032
100616,1017693,193,90032
100617,1025691,89,90032
100618,1023480,238,90032
100619,1146802,185,90032
100620,1022535,51,90035
100621,1152030,189,90035
100622,1148835,129,90035
100623,1154691,329,90035
100624,1015937,425,90035
100625,1025074,252,90035
100626,1025034,214,90035
100627,1025362,139,90035
100628,1026212,173,90035
100629,1022193,178,90035
100630,1145887,294,90035
100631,1153996,468,90035
100632,1146079,103,90035
100633,1146130,174,90035
100634,1146112,135,90035
100635,1144847,151,90035
100636,1026238,201,90035
100637,1155507,358,90035
100638,1026295,346,90035
100639,1025020,313,90035
100640,1017889,428,90035
100641,1146756,199,90035
100642,1023480,401,90035
100643,1020462,248,90035
100644,1022474,283,90035
100645,1144785,341,90035
100646,1026122,327,90035
100647,1017693,202,90035
100648,1152319,387,90035
100649,1024795,288,90035
100650,1151937,308,90035
100651,1146826,288,90035
100652,1151539,318,90003
100653,1144837,362,90003
100654,1026313,260,90003
100655,1017659,143,90003
100656,1147565,218,90003
100657,1026166,276,90003
100658,1017983,227,90003
100659,1152611,96,90003
100660,1018067,77,90003
100661,1148183,329,90003
100662,1144308,55,90003
100663,1143664,234,90003
100664,1026135,297,90003
100665,1026342,346,90003
100666,1023861,108,90003
100667,1151972,439,90003
100668,1025707,307,90003
100669,1146016,125,90003
100670,1018559,57,90003
100671,1147543,419,90003
100672,1154639,460,90003
100673,1017569,217,90003
100674,1152089,475,90003
100675,1025102,397,90003
100676,1025365,142,90003
100677,1025945,434,90003
100678,1144944,430,90003
100679,1022745,113,90003
100680,1145329,223,90003
100681,1149889,88,90003
100682,1025907,310,90003
100683,1017688,252,90003
100684,1025944,168,90003
100685,1146850,462,90003
100686,1026698,242,90003
100687,1155703,484,90003
100688,1017442,294,90003
100689,1155204,150,90003
100690,1152004,197,90003
100691,1015616,58,90003
100692,1152043,222,90003
100693,1127973,265,90003
100694,1155087,358,90003
100695,1143714,72,90003
100696,1144171,372,90003
100697,1024703,72,90003
100698,1015760,300,90003
100699,1152013,404,90003
100700,1025140,410,90003
100701,1151958,385,90003
100702,1017451,86,90003
100703,1026189,427,90003
100704,1021743,58,90003
100705,1152082,479,90003
100706,1022525,346,90003
100707,1016932,377,90003
100708,1017129,378,90003
100709,1023864,143,90003
100710,1146441,176,90003
100711,1149760,104,90003
100712,1026107,375,90003
100713,1025537,182,90003
100714,1146645,89,90003
100715,1146057,248,90003
100716,1026012,132,90003
100717,1026109,408,90003
100718,1148004,432,90003
100719,1024730,366,90003
100720,1026410,309,90003
100721,1153909,211,90003
100722,1151949,65,90003
100723,1025065,76,90003
100724,1024955,97,90003
100725,1144573,460,90003
100726,1021824,492,90003
100727,1153017,382,90003
100728,1152090,406,90003
100729,1146520,457,90003
100730,1026129,399,90003
100731,1018699,368,90003
100732,1016215,445,90003
100733,1145579,192,90003
100734,1026039,263,90003
100735,1145230,487,90003
100736,1147464,402,90003
100737,1147165,379,90003
100738,1146812,341,90003
100739,1026745,416,90007
100740,1146850,409,90007
100741,1151912,293,90007
100742,1017129,322,90007
100743,1017688,305,90007
100744,1021213,90,90007
100745,1147543,481,90007
100746,1018192,396,90007
100747,1026048,284,90007
100748,1141993,206,90007
100749,1127973,319,90007
100750,1147287,333,90007
100751,1144944,359,90007
100752,1144426,405,90007
100753,1024823,294,90007
100754,1148183,199,90007
100755,1026189,309,90007
100756,1147287,205,90013
100757,1143860,455,90013
100758,1018067,493,90013
100759,1145243,245,90013
100760,1025365,131,90013
100761,1145210,125,90013
100762,1026107,74,90013
100763,1026058,267,90013
100764,1026342,95,90013
100765,1151949,152,90013
100766,1024887,435,90013
100767,1017129,327,90013
100768,1017750,125,90013
100769,1017569,390,90013
100770,1145738,100,90013
100771,1149760,375,90013
100772,1129105,188,90013
100773,1155604,155,90013
100774,1023861,407,90013
100775,1152357,155,90013
100776,1153480,277,90013
100777,1018070,450,90013
100778,1151945,327,90013
100779,1151539,479,90013
100780,1026048,78,90013
100781,1022185,343,90013
100782,1148211,322,90013
100783,1145292,333,90013
100784,1151957,494,90013
100785,1147464,212,90013
100786,1144944,223,90013
100787,1152043,397,90013
100788,1025140,266,90013
100789,1153213,135,90013
100790,1146652,114,90013
100791,1018310,161,90013
100792,1155084,360,90013
100793,1152006,335,90013
100794,1026250,120,90013
100795,1021824,456,90013
100796,1026745,121,90013
100797,1152611,380,90013
100798,1017659,50,90013
100799,1151972,154,90013
100800,1018998,352,90013
100801,1020731,251,90013
100802,1026012,160,90013
100803,1152353,69,90013
100804,1146057,290,90013
100805,1026654,112,90013
100806,1022438,104,90013
100807,1127973,264,90013
100808,1147420,72,90013
100809,1146812,394,90013
100810,1147150,497,90013
100811,1026189,414,90013
100812,1151912,173,90013
100813,1017688,171,90013
100814,1152100,478,90013
100815,1015777,133,90013
100816,1026129,478,90013
100817,1025907,227,90013
100818,1016749,266,90013
100819,1152089,452,90013
100820,1146465,139,90013
100821,1145532,230,90013
100822,1152986,361,90013
100823,1145422,335,90013
100824,1017885,134,90013
100825,1143892,456,90013
100826,1026432,470,90013
100827,1144581,438,90013
100828,1155087,174,90013
100829,1152013,382,90013
100830,1026166,269,90013
100831,1021732,437,90013
100832,1022745,344,90013
100833,1018699,228,90013
100834,1025096,411,90013
100835,1143803,391,90013
100836,1145607,243,90013
100837,1021743,331,90013
100838,1145579,82,90013
100839,1144573,477,90013
100840,1152030,436,90013
100841,1148183,462,90013
100842,1026698,320,90013
100843,1146850,308,90013
100844,1017983,260,90013
100845,1151919,493,90013
100846,1155204,110,90013
100847,1146520,343,90013
100848,1143918,181,90013
100849,1154726,481,90013
100850,1152092,239,90013
100851,1145635,487,90013
100852,1023864,253,90013
100853,1153480,52,90046
100854,1145949,318,90046
100855,1148004,434,90046
100856,1144426,395,90046
100857,1018192,325,90046
100858,1025140,341,90046
100859,1147150,423,90046
100860,1026189,190,90046
100861,1024955,120,90046
100862,1143803,88,90046
100863,1015777,283,90046
100864,1151949,317,90046
100865,1026058,298,90046
100866,1021732,432,90046
100867,1152082,436,90046
100868,1144308,463,90046
100869,1154639,84,90046
100870,1023861,356,90046
100871,1153017,440,90046
100872,1144573,288,90046
100873,1024730,112,90046
100874,1151912,217,90046
100875,1026410,137,90046
100876,1021743,103,90046
100877,1143664,457,90046
100878,1021213,211,90046
100879,1147287,78,90049
100880,1017750,358,90049
100881,1015777,130,90049
100882,1141993,70,90049
100883,1144573,259,90049
100884,1152082,106,90049
100885,1026118,260,90049
100886,1147464,159,90049
100887,1025707,295,90049
100888,1145579,479,90049
100889,1018699,431,90049
100890,1015616,311,90049
100891,1025944,77,90049
100892,1021734,131,90049
100893,1026129,97,90049
100894,1147565,395,90049
100895,1152013,267,90049
100896,1017659,120,90049
100897,1025518,147,90049
100898,1151912,87,90049
100899,1146465,407,90049
100900,1024823,283,90049
100901,1146652,264,90049
100902,1026135,111,90049
100903,1151945,386,90049
100904,1153017,403,90049
100905,1023861,163,90049
100906,1152090,132,90049
100907,1018131,158,90049
100908,1017129,154,90049
100909,1144837,242,90049
100910,1016215,313,90049
100911,1147543,195,90049
100912,1145532,419,90049
100913,1025140,231,90049
100914,1021743,355,90049
100915,1021824,161,90049
100916,1143918,253,90049
100917,1018998,288,90049
100918,1155204,299,90049
100919,1147873,204,90049
100920,1018258,298,90049
100921,1017688,484,90049
100922,1026745,147,90049
100923,1026654,219,90049
100924,1017451,387,90049
100925,1147165,352,90049
100926,1017983,204,90049
100927,1152043,410,90049
100928,1146850,326,90049
100929,1145949,458,90049
100930,1145243,403,90049
100931,1151949,481,90049
100932,1022476,463,90049
100933,1151919,57,90049
100934,1146765,327,90049
100935,1026109,76,90049
100936,1145230,482,90049
100937,1155087,89,90049
100938,1145635,115,90049
100939,1151983,301,90049
100940,1146441,310,90049
100941,1017885,304,90049
100942,1021213,121,90049
100943,1015760,241,90049
100944,1152006,192,90049
100945,1018070,354,90049
100946,1152030,95,90049
100947,1153909,349,90049
100948,1022745,260,90049
100949,1146520,270,90049
100950,1026048,297,90049
100951,1145210,152,90049
100952,1151539,60,90049
100953,1146119,394,90049
100954,1152357,494,90049
100955,1016932,494,90049
100956,1152100,314,90049
100957,1016095,324,90049
100958,1146114,222,90049
100959,1149760,110,90049
100960,1152004,376,90049
100961,1024806,430,90049
100962,1024887,472,90049
100963,1018192,70,90049
100964,1144581,462,90049
100965,1024007,202,90049
100966,1024730,177,90049
100967,1155604,301,90049
100968,1153213,430,90049
100969,1127973,394,90049
100970,1155703,288,90049
100971,1017442,297,90049
100972,1022127,251,90049
100973,1026189,394,90049
100974,1144944,177,90049
100975,1017883,68,90049
100976,1026039,352,90049
100977,1144308,259,90049
100978,1152611,53,90049
100979,1024703,139,90049
100980,1144426,196,90049
100981,1145607,62,90049
100982,1025065,310,90049
100983,1154639,239,90049
100984,1025102,174,90049
100985,1143664,433,90049
100986,1146016,472,90049
100987,1025695,264,90049
100988,1144247,359,90049
100989,1016309,222,90049
100990,1018310,465,90049
100991,1024990,497,90049
100992,1152092,341,90049
100993,1025096,95,90049
100994,1022374,146,90049
100995,1151957,308,90049
100996,1129105,226,90049
100997,1026698,129,90049
100998,1144449,99,90049
100999,1018559,482,90049
101000,1021732,141,90049
101001,1152353,226,90049
101002,1016749,483,90049
101003,1025945,496,90049
101004,1145329,383,90049
101005,1021728,72,90049
101006,1146135,414,90049
101007,1152478,197,90049
101008,1026012,480,90049
101009,1022185,453,90049
101010,1025865,231,90049
101011,1025537,262,90049
101012,1147420,419,90049
101013,1143860,71,90049
101014,1146057,102,90049
101015,1143714,65,90049
101016,1143803,405,90049
101017,1152986,90,90049
101018,1145738,51,90049
101019,1144171,423,90049
101020,1145422,497,90049
101021,1155084,492,90049
101022,1026058,451,90049
101023,1016720,445,90049
101024,1022525,403,90049
101025,1152037,182,90049
101026,1020731,352,90049
101027,1018120,245,90001
101028,1017364,98,90001
101029,1152113,249,90001
101030,1144265,267,90001
101031,1151946,423,90001
101032,1150650,98,90001
101033,1146107,497,90001
101034,1155561,287,90001
101035,1144847,468,90001
101036,1127978,74,90001
101037,1147502,319,90001
101038,1025076,363,90001
101039,1148185,290,90001
101040,1154801,72,90001
101041,1152294,125,90001
101042,1026717,100,90001
101043,1147119,362,90001
101044,1147516,384,90001
101045,1017217,447,90001
101046,1024886,354,90001
101047,1155204,141,90001
101048,1015759,248,90001
101049,1025845,288,90001
101050,1145463,219,90001
101051,1026008,277,90001
101052,1143773,385,90001
101053,1146548,79,90001
101054,1026021,113,90001
101055,1151985,187,90001
101056,1020708,438,90001
101057,1021145,138,90001
101058,1016015,271,90001
101059,1022398,407,90001
101060,1147357,483,90001
101061,1155071,424,90001
101062,1017722,282,90001
101063,1151954,447,90001
101064,1025066,222,90001
101065,1025828,287,90001
101066,1152297,188,90001
101067,1021068,274,90001
101068,1026098,350,90001
101069,1022493,119,90001
101070,1026304,53,90001
101071,1023328,171,90001
101072,1148236,72,90001
101073,1153085,405,90001
101074,1025331,274,90001
101075,1021780,452,90001
101076,1020549,322,90001
101077,1145475,462,90001
101078,1151902,61,90001
101079,1152066,451,90001
101080,1022481,251,90001
101081,1146387,490,90001
101082,1025056,499,90001
101083,1022507,390,90001
101084,1146415,81,90001
101085,1024865,157,90001
101086,1146433,196,90001
101087,1024800,291,90001
101088,1026091,413,90001
101089,1152015,432,90001
101090,1144165,490,90001
101091,1152083,258,90001
101092,1020677,219,90001
101093,1020628,333,90001
101094,1148226,494,90001
101095,1026084,145,90001
101096,1151967,193,90001
101097,1020832,81,90001
101098,1017769,138,90001
101099,1024007,495,90001
101100,1152403,338,90001
101101,1146003,464,90001
101102,1017871,250,90001
101103,1015676,122,90001
101104,1146407,219,90001
101105,1147449,286,90001
101106,1146148,273,90001
101107,1020700,66,90001
101108,1146520,190,90001
101109,1146126,418,90001
101110,1147531,56,90001
101111,1025783,296,90001
101112,1144013,308,90001
101113,1147286,352,90001
101114,1153017,86,90001
101115,1013182,487,90001
101116,1145853,272,90001
101117,1145366,113,90001
101118,1025594,184,90001
101119,1022550,324,90001
101120,1146018,484,90001
101121,1144083,320,90001
101122,1015825,498,90001
101123,1025279,466,90001
101124,1151944,118,90001
101125,1021658,429,90001
101126,1149838,452,90001
101127,1151912,373,90001
101128,1024720,458,90001
101129,1025756,120,90001
101130,1017687,364,90001
101131,1018042,461,90001
101132,1151955,209,90001
101133,1155442,265,90001
101134,1017689,327,90001
101135,1152005,431,90001
101136,1022556,218,90001
101137,1026422,380,90001
101138,1020731,380,90001
101139,1146189,312,90001
101140,1145397,456,90001
101141,1146533,66,90001
101142,1020742,394,90001
101143,1025884,139,90001
101144,1018005,273,90001
101145,1017161,398,90001
101146,1154543,363,90001
101147,1018598,405,90001
101148,1020498,235,90001
101149,1022293,442,90001
101150,1016328,182,90001
101151,1143874,87,90001
101152,1025848,369,90001
101153,1018026,201,90001
101154,1150462,260,90001
101155,1153351,294,90001
101156,1151597,430,90001
101157,1152125,322,90001
101158,1153562,174,90001
101159,1021728,321,90001
101160,1146203,449,90001
101161,1146095,448,90033
101162,1145247,314,90033
101163,1021780,94,90033
101164,1155561,406,90033
101165,1147286,399,90033
101166,1151597,125,90033
101167,1022745,226,90033
101168,1024800,148,90033
101169,1020708,124,90033
101170,1144265,302,90033
101171,1025056,106,90033
101172,1025828,389,90033
101173,1147738,273,90033
101174,1018042,85,90033
101175,1152067,79,90033
101176,1022481,52,90033
101177,1155071,151,90033
101178,1015825,75,90033
101179,1013182,359,90033
101180,1025331,151,90033
101181,1017757,159,90033
101182,1148236,116,90033
101183,1020628,111,90033
101184,1017161,441,90033
101185,1147449,106,90033
101186,1152015,446,90033
101187,1143812,155,90033
101188,1146003,99,90033
101189,1148226,222,90033
101190,1147119,70,90033
101191,1144083,413,90033
101192,1018116,490,90033
101193,1026309,296,90033
101194,1026422,289,90033
101195,1153085,195,90033
101196,1025076,239,90033
101197,1146148,426,90033
101198,1018648,307,90033
101199,1020742,199,90033
101200,1152066,366,90033
101201,1015759,465,90033
101202,1020674,105,90033
101203,1146189,483,90033
101204,1146136,382,90033
101205,1017769,92,90033
101206,1146520,396,90033
101207,1145397,172,90033
101208,1147357,363,90033
101209,1145020,237,90033
101210,1143874,267,90033
101211,1143773,365,90033
101212,1147502,173,90033
101213,1017689,179,90033
101214,1025373,190,90033
101215,1018026,461,90033
101216,1154801,416,90033
101217,1026167,63,90033
101218,1017964,216,90033
101219,1024007,360,90033
101220,1152113,115,90033
101221,1154060,488,90033
101222,1020731,263,90033
101223,1146548,278,90033
101224,1025752,283,90033
101225,1152005,356,90033
101226,1021658,300,90033
101227,1151902,231,90033
101228,1018598,133,90033
101229,1147438,239,90033
101230,1020549,464,90033
101231,1146407,350,90033
101232,1025217,334,90033
101233,1017687,100,90033
101234,1016328,406,90033
101235,1151912,258,90033
101236,1026345,384,90033
101237,1023328,295,90033
101238,1154501,281,90033
101239,1025884,495,90033
101240,1026304,327,90033
101241,1153562,318,90033
101242,1152403,434,90033
101243,1146415,157,90033
101244,1026008,400,90033
101245,1152083,380,90033
101246,1155442,398,90033
101247,1151539,253,90033
101248,1151967,77,90033
101249,1017871,194,90033
101250,1016015,168,90033
101251,1145475,198,90033
101252,1016058,134,90033
101253,1015676,201,90033
101254,1145853,448,90033
101255,1018148,403,90033
101256,1025756,480,90033
101257,1020677,380,90033
101258,1127978,359,90033
101259,1153137,155,90033
101260,1022293,317,90033
101261,1153763,335,90033
101262,1021145,200,90033
101263,1020498,407,90033
101264,1021068,471,90033
101265,1144013,160,90033
101266,1151946,394,90033
101267,1152052,230,90033
101268,1017364,232,90033
101269,1146126,210,90033
101270,1152297,497,90033
101271,1026098,287,90033
101272,1151955,82,90033
101273,1026717,236,90033
101274,1025783,259,90033
101275,1155204,268,90033
101276,1127993,454,90033
101277,1017798,439,90033
101278,1145463,230,90033
101279,1022398,350,90033
101280,1024886,364,90033
101281,1026091,102,90033
101282,1026084,479,90033
101283,1153017,352,90033
101284,1152046,458,90033
101285,1146106,498,90033
101286,1022556,480,90033
101287,1026021,214,90033
101288,1025279,331,90033
101289,1018984,78,90033
101290,1144165,134,90033
101291,1146387,319,90033
101292,1152065,121,90033
101293,1022507,176,90033
101294,1024865,235,90033
101295,1148185,170,90033
101296,1020832,285,90033
101297,1151944,400,90033
101298,1151985,369,90033
101299,1152294,283,90033
101300,1154634,100,90033
101301,1154543,88,90033
101302,1146203,238,90033
101303,1020700,470,90033
101304,1017754,404,90033
101305,1026134,327,90033
101306,1148050,211,90033
101307,1147516,431,90033
101308,1017722,173,90033
101309,1022286,190,90033
101310,1145014,194,90033
101311,1017673,261,90033
101312,1024940,81,90033
101313,1025594,361,90033
101314,1017746,63,90033
101315,1146018,447,90033
101316,1152125,395,90033
101317,1018120,470,90033
101318,1025616,153,90033
101319,1017217,55,90033
101320,1021728,136,90033
101321,1025848,87,90033
101322,1025752,386,90036
101323,1018120,448,90036
101324,1151902,346,90036
101325,1151912,330,90036
